Student_ID,Teacher_Student_Ratio,Average_Teacher_Experience_Years,Average_Class_Size,School_Funding_Per_Student,School_Extracurricular_Activities,Parental_Involvement_Score,School_Facilities_Rating,Internet_Access_In_School,School_Distance_From_Home_km,Student_Attendance_Rate,Disciplinary_Actions_Taken,Student_Performance_Score
46463,21.85508046,17,24,21696,Both,7.355327528,6.840906375,TRUE,2.625009323,85.95173596,2,66.72121208
10851,21.85508046,7,24,17091,Arts,6.441175309,6.913993749,FALSE,3.885416816,83.24030483,2,59.45938648
30926,21.85508046,20,24,16918,Both,8.938885367,7.652887892,FALSE,1.893641031,98.6702804,1,65.89101504
65392,21.85508046,17,24,24943,None,6.066570839,8.755799297,FALSE,2.295290142,96.24529441,3,79.02519378
54597,21.85508046,11,24,27052,Both,8.894896835,6.903922729,FALSE,1.96183199,88.09155394,2,47.81444826
46421,21.85508046,5,24,26351,Both,5.120858081,7.93437817,FALSE,3.693802887,99.24942326,1,47.64303224
30379,21.85508046,15,24,21245,Sports,6.309431468,7.455064981,FALSE,0.709006616,86.51612478,2,89.08913633
38221,21.85508046,20,24,23106,Both,9.06749174,6.293914929,FALSE,4.697865674,82.9201282,0,34.94840125
54118,21.85508046,7,24,15414,None,9.509814006,8.502914445,TRUE,3.970925861,80.36140345,3,63.1234743
23396,21.85508046,6,24,19748,Sports,8.981229714,7.380705678,FALSE,4.592841951,94.95114656,1,96.39544447
22156,21.85508046,11,24,25626,Both,6.581197018,8.658578102,FALSE,3.807510994,88.00811636,0,64.05467184
59797,21.85508046,8,24,29232,Sports,8.327260821,8.009018032,TRUE,1.516627054,86.803009,0,42.96648966
22676,21.85508046,11,24,18294,Arts,8.759765698,8.859829098,TRUE,2.658197486,87.00824658,3,23.57322734
57052,21.85508046,18,24,20941,None,6.020686674,8.959431262,TRUE,2.534007441,98.04523852,1,94.13495723
55082,21.85508046,11,24,27603,Arts,9.800455489,7.489986014,FALSE,0.671850425,98.31493146,2,35.17273743
89131,21.85508046,18,24,27204,None,8.651203989,6.8313762,TRUE,0.762974705,88.28789024,1,62.72072885
44671,21.85508046,6,24,16798,Both,6.47189543,8.023396227,FALSE,3.258416564,93.91716192,2,76.06954261
15695,21.85508046,9,24,11698,Both,9.398537855,8.522115058,TRUE,0.934627505,90.76925687,2,46.88668712
70217,21.85508046,6,24,27337,Both,6.028673648,7.599286732,FALSE,2.336419727,85.15551899,2,20.23399333
80284,21.85508046,14,24,20117,None,5.351725644,7.450191393,FALSE,3.104600394,99.53270945,0,67.64624086
26361,21.85508046,13,24,14902,None,8.479815812,8.685953653,FALSE,4.288433009,98.81109073,2,81.58615361
59615,21.85508046,16,24,19504,Arts,9.898916561,8.167677403,FALSE,3.043359061,89.14740874,2,21.89880132
20328,21.85508046,12,24,12099,Sports,5.478500208,8.788178656,FALSE,3.726287656,82.84776576,1,81.9083885
82357,21.85508046,11,24,24926,None,5.766414189,7.285367821,FALSE,4.887435877,86.80930634,0,60.61290966
48427,21.85508046,16,24,18483,Sports,8.755158884,7.936487123,TRUE,1.728458554,89.59083376,3,39.2492329
92397,21.85508046,20,24,13800,Both,6.705519339,7.646451931,TRUE,1.350735263,80.80618371,3,59.50262703
91070,21.85508046,17,24,28538,Both,8.984696336,7.907192275,FALSE,4.0521744,93.41269944,3,55.32306832
57400,21.85508046,11,24,11540,Both,8.920773345,7.57793657,TRUE,0.80652515,84.6847741,1,48.80869768
85674,21.85508046,19,24,29378,Arts,5.695890568,9.042039718,TRUE,2.133719088,93.48334468,3,57.75561437
35203,21.85508046,13,24,29054,Arts,8.642734513,7.361314975,FALSE,1.682025155,81.43093761,2,89.94985715
19116,21.85508046,15,24,16448,Arts,6.428640914,7.407468322,TRUE,1.460940948,83.79700163,3,62.03420867
16006,21.85508046,17,24,22788,Both,9.975391763,7.932762586,FALSE,2.478468554,85.67062615,0,50.331262
96673,21.85508046,6,24,16761,None,8.576001931,7.984266669,FALSE,1.062825927,89.6426187,2,78.28887048
39871,21.85508046,12,24,26249,Arts,7.060816773,7.76819154,FALSE,2.561829343,92.82125119,1,49.11137053
47930,21.85508046,19,24,23859,Arts,8.139293055,6.453702321,TRUE,0.735473823,99.71053395,1,90.24346007
20458,21.85508046,13,24,12732,Both,5.685932945,9.141433906,FALSE,4.18560639,96.6941631,0,81.10555923
40512,21.85508046,20,24,16694,Sports,7.84623459,7.408845804,FALSE,3.253181556,95.92725271,0,24.43581162
23238,21.85508046,18,24,16554,Both,5.705565444,8.901141441,FALSE,0.748412983,97.61855691,3,62.65429614
59823,21.85508046,10,24,18117,None,6.2891907,6.515976214,TRUE,3.293016195,98.9762618,3,97.76058504
46434,21.85508046,6,24,27420,None,6.472403202,9.239775902,TRUE,1.959037579,80.39698585,3,38.21686634
69429,21.85508046,17,24,14012,Both,8.723487089,8.019187376,FALSE,4.701286666,94.54597057,1,84.66922262
93320,21.85508046,11,24,26641,Sports,8.104592602,8.295971482,FALSE,3.326233935,96.89287376,2,67.07370811
57819,21.85508046,13,24,10110,Both,9.750380272,6.326391137,FALSE,4.029798317,94.69677787,3,74.40303156
31319,21.85508046,19,24,10260,None,6.4555028,8.45913605,FALSE,3.757615513,95.701993,1,70.16639978
58520,21.85508046,13,24,24949,Sports,7.744582603,7.74320111,TRUE,2.414325581,80.72214091,0,37.27257916
56566,21.85508046,10,24,25615,Arts,5.31886906,8.084264552,FALSE,2.025667973,94.50452722,2,64.87665376
37460,21.85508046,20,24,27365,Both,7.452297803,7.419724613,TRUE,4.020811717,93.24988166,0,41.50631329
97841,21.85508046,9,24,21371,Arts,6.539371207,9.048073955,FALSE,3.169418017,98.13781988,1,88.48040376
44993,21.85508046,6,24,13386,None,8.811137833,8.906955241,TRUE,3.990554577,82.34921097,0,42.16097815
99593,21.85508046,8,24,20285,None,7.742505333,7.505655103,FALSE,2.645516437,82.01921168,1,82.56914523
94939,21.85508046,8,24,23957,Sports,9.769191264,9.30940693,TRUE,0.816494235,85.32421977,1,88.00110172
19358,21.85508046,16,24,11733,None,6.124371284,7.558929279,TRUE,3.372769826,97.49128506,0,94.57009972
89840,21.85508046,12,24,10204,Sports,9.036594342,7.183839921,TRUE,4.554942339,92.72062781,0,82.61544593
93227,21.85508046,17,24,27552,Sports,7.951152009,6.210212622,FALSE,0.61073464,97.33511097,2,23.69064984
32431,21.85508046,7,24,24348,Both,7.555181411,7.369724256,TRUE,1.818463228,81.45260652,2,70.53839369
80010,21.85508046,5,24,25127,None,9.901320178,7.51357523,TRUE,0.745482952,91.30741746,1,44.67825084
42087,21.85508046,7,24,25637,None,9.651222169,8.695310248,FALSE,4.218054793,91.53032196,2,63.5421472
31417,21.85508046,5,24,11085,Sports,5.514379982,9.149315676,TRUE,4.762516183,85.30373274,2,22.68362276
70589,21.85508046,11,24,29668,Both,8.118934656,8.98091277,TRUE,3.864112355,98.46406913,0,61.1865072
59735,21.85508046,15,24,14494,Sports,8.229572299,6.851141227,FALSE,3.346543787,89.69882994,2,78.12865756
45382,21.85508046,18,24,11780,Sports,9.413932814,8.387431706,FALSE,3.006782041,94.33229315,2,84.62010171
93886,21.85508046,10,24,19116,Sports,9.594067991,8.500517156,FALSE,4.186885925,80.20299661,1,40.34176425
83000,21.85508046,18,24,28491,Arts,8.747786289,7.652626498,TRUE,0.995374065,86.55821352,1,22.31332229
38785,21.85508046,20,24,22613,Both,8.261425195,8.431356171,FALSE,3.917073655,93.69634762,1,45.03203426
99733,21.85508046,19,24,10559,Both,8.511613634,7.203337069,TRUE,0.674817124,84.90809006,3,33.57751678
52504,21.85508046,7,24,29545,Sports,5.659663768,9.13088869,FALSE,0.799863663,93.57900206,3,31.83544211
17331,21.85508046,16,24,14625,Arts,9.307042766,8.272344642,TRUE,4.763798198,98.86672791,2,35.80588053
40021,21.85508046,14,24,19594,None,7.644729911,8.286603654,TRUE,4.7726306,92.12658304,1,60.51843257
14207,21.85508046,8,24,19134,None,8.677931048,6.444060502,FALSE,2.169278572,94.58721384,2,70.28115566
51347,21.85508046,9,24,10027,Both,6.299109827,9.021765471,FALSE,1.426627289,82.59108472,3,85.02497353
62581,21.85508046,17,24,13714,Arts,8.810638612,9.013254931,FALSE,3.929955072,87.63996833,3,45.01583267
45093,21.85508046,15,24,12503,None,9.340316165,8.180660464,FALSE,3.856984355,91.85201553,3,68.85272311
18675,21.85508046,18,24,14339,None,8.162291068,7.338338545,TRUE,4.571796561,80.0063868,3,41.27539664
37653,21.85508046,20,24,26488,Both,5.813037366,7.659424528,FALSE,1.943235952,95.13639872,1,74.06790272
84341,21.85508046,11,24,14154,Sports,7.951190228,6.341570351,TRUE,4.834285663,89.00790856,1,80.90922766
51245,21.85508046,16,24,28061,Arts,7.398234498,7.303249124,TRUE,2.513736058,88.68140624,3,22.04635449
37869,21.85508046,11,24,15680,Sports,5.281033753,7.7519374,FALSE,2.289320949,89.7124162,2,23.76480175
95909,21.85508046,11,24,26483,Arts,6.334318035,7.61585142,FALSE,3.182683634,87.8406647,3,51.24664218
75435,21.85508046,7,24,22160,Both,5.027704882,6.480242555,FALSE,2.95974855,80.2582404,3,58.40618967
61856,21.85508046,12,24,18318,Sports,6.824037541,7.04080605,FALSE,4.965093849,97.87716177,2,25.10176193
94259,21.85508046,19,24,15213,None,6.895701276,8.267322551,TRUE,2.565164615,86.11875211,1,82.74975269
70142,21.85508046,20,24,20642,None,9.916963565,7.744656533,TRUE,4.147864163,95.08132701,2,77.65303243
28726,21.85508046,10,24,16985,Both,8.838995459,9.112870343,TRUE,4.412310422,88.93961055,1,64.76371494
44718,21.85508046,10,24,14823,Both,8.081877199,8.795366466,FALSE,1.193897497,98.50509203,0,22.70685321
28301,21.85508046,18,24,26494,Both,8.381682692,7.768916476,FALSE,3.573898557,97.89712435,0,94.12211397
42325,21.85508046,12,24,17885,Sports,8.477257941,9.015782974,TRUE,2.198842425,87.79413114,3,59.98126005
83579,21.85508046,5,24,20804,Arts,9.367863937,7.658782977,FALSE,4.76120066,85.70884484,3,63.43315537
80644,21.85508046,11,24,23474,Both,7.130301127,6.169175399,TRUE,3.169687808,99.10351665,3,46.25922401
44438,21.85508046,12,24,25118,Both,7.884160226,6.813734623,TRUE,1.596386039,93.93305571,1,52.82607909
86622,21.85508046,13,24,20871,Arts,6.330015376,7.828840541,TRUE,2.718402338,99.47673865,3,69.7335787
66155,21.85508046,5,24,22340,Both,6.17415385,9.398000487,FALSE,4.451197605,91.12849805,1,59.72474541
86484,21.85508046,19,24,29609,Sports,8.824819064,7.337203063,TRUE,0.934501975,98.42529712,1,51.69273783
62350,21.85508046,11,24,19063,Sports,6.906062452,7.049405481,TRUE,3.315397502,84.06767056,3,38.09749947
57447,21.85508046,20,24,21770,Both,8.307961443,7.934550135,TRUE,3.092166164,95.61011597,3,72.29856038
38746,21.85508046,11,24,15055,Both,8.275124212,8.068028861,TRUE,2.81138199,90.12664902,2,97.98374796
28131,21.85508046,15,24,13352,None,5.638073845,6.792647928,TRUE,2.065648507,96.82533686,2,33.35650295
76784,21.85508046,12,24,10535,Arts,8.417179019,7.270597453,TRUE,4.783880996,88.42424981,3,59.82937123
74686,21.85508046,16,24,26518,Both,8.679592286,7.759439477,TRUE,1.421524409,83.37895946,0,30.99868525
21915,21.85508046,10,24,11534,None,9.249494416,7.20989194,FALSE,4.210364516,91.20842009,1,32.11349341
16175,21.85508046,13,24,21589,Sports,6.003637563,8.291957572,FALSE,0.646066365,89.70317386,2,37.50089936
24371,21.85508046,5,24,18867,Arts,5.581266887,6.732190112,TRUE,3.288946673,87.51674692,2,91.96610699
30033,21.85508046,18,24,14170,Sports,9.551507616,7.152951744,FALSE,0.911537879,80.97586428,2,39.39852927
92240,21.85508046,9,24,26137,None,5.632892173,8.485601607,TRUE,1.344303953,93.94192071,2,71.35595949
30969,21.85508046,13,24,25268,None,5.832346245,7.165756831,FALSE,0.747899977,94.23870991,2,21.36955971
99192,21.85508046,15,24,10560,Both,5.161767389,8.299401639,TRUE,4.806445276,83.11199745,2,29.43312263
65333,21.85508046,8,24,18208,Sports,5.976621945,6.267385068,TRUE,3.786991275,87.99760274,0,36.07307675
88172,21.85508046,14,24,21952,Both,9.563308494,6.517210929,FALSE,3.350887931,94.81834172,2,54.20523042
18326,21.85508046,6,24,24211,Both,5.763512787,7.913061396,TRUE,4.605991453,88.42550908,0,32.00302781
60432,21.85508046,18,24,25722,None,8.733868443,8.831815428,FALSE,4.556612573,97.37604566,1,59.34661592
60019,21.85508046,9,24,21979,None,9.409701545,8.473961278,TRUE,2.105547375,86.26780531,2,50.72701742
88104,21.85508046,16,24,13905,Sports,8.119982454,8.392827378,FALSE,1.585456739,83.7956497,0,95.94995218
71348,21.85508046,16,24,22613,Sports,9.642929603,8.109555979,TRUE,4.434312297,94.57409415,1,87.36438086
79352,21.85508046,9,24,11211,Arts,9.747113071,9.537474821,FALSE,1.49624614,90.73516091,2,46.68144034
42953,21.85508046,14,24,11668,Sports,8.167762882,9.260790264,FALSE,1.059783274,82.96806375,2,41.99283683
82512,21.85508046,18,24,18392,Arts,9.090503611,6.043252822,FALSE,3.760734406,86.57528108,3,87.48284964
11504,21.85508046,9,24,21024,Arts,6.035380636,7.918967668,TRUE,2.449372943,92.4529721,0,73.39427895
99166,21.85508046,12,24,29155,None,9.45327556,8.670194519,TRUE,4.33228261,90.70389729,1,53.00031955
25014,21.85508046,16,24,20714,None,9.716331653,6.338380602,FALSE,0.526668993,95.42470574,0,98.25593028
99353,21.85508046,12,24,15668,Arts,7.209205876,9.364301744,FALSE,3.464672728,94.09402958,0,97.04337221
80381,21.85508046,6,24,25304,Arts,5.270651237,6.697553776,FALSE,1.379281127,88.36507153,0,31.57234873
44973,21.85508046,16,24,13936,Sports,9.069341257,7.928771572,TRUE,0.640467404,94.50524546,3,64.30636721
94012,21.85508046,11,24,11472,Arts,7.444081857,7.950644675,FALSE,3.65538232,96.26913596,0,69.87149881
54587,21.85508046,15,24,21355,Both,8.838351187,6.332015845,TRUE,3.063308658,82.79424089,2,99.50427907
24621,21.85508046,20,24,10034,None,8.831552369,8.289272198,TRUE,3.281637256,92.18456288,3,22.55580451
48469,21.85508046,8,24,11669,None,6.913854948,7.233594851,FALSE,2.222939856,95.61874143,3,87.01709464
66985,21.85508046,14,24,14704,Arts,9.356993122,6.576983444,FALSE,4.092652746,82.71604675,3,98.60944458
30730,21.85508046,5,24,24164,None,5.716856991,9.390395585,TRUE,2.310238204,85.19997328,0,76.02247725
69470,21.85508046,6,24,20905,Both,5.110436844,8.612518301,FALSE,1.923628149,99.31816998,1,78.64686638
10425,21.85508046,17,24,28694,Sports,6.002431244,6.040469665,TRUE,1.902037136,93.49739816,2,97.62410848
44522,21.85508046,14,24,18711,Sports,5.984745936,6.506524101,TRUE,1.688222665,90.91966032,1,31.40151106
75612,21.85508046,20,24,29044,Arts,7.013178806,6.165900189,FALSE,1.91450627,96.3858383,3,83.87548018
33416,21.85508046,14,24,16094,Arts,6.175806839,6.073476471,TRUE,4.607268758,96.22318998,2,32.05388655
76542,21.85508046,12,24,22667,Both,7.397632647,7.727286877,FALSE,3.173171754,82.7603414,2,76.51447819
23947,21.85508046,13,24,25651,Sports,6.886052178,9.236482701,FALSE,1.649843229,89.62581187,1,85.04394732
91959,21.85508046,8,24,26217,Both,6.750977176,9.169975638,FALSE,4.780630299,86.80066962,2,23.66840101
49117,21.85508046,19,24,24217,Arts,8.056489072,6.80546753,FALSE,2.84111439,92.26979233,3,83.27467644
93748,21.85508046,8,24,15370,Both,8.529281962,7.042965976,FALSE,2.254068793,97.23146649,2,77.73109202
76540,21.85508046,11,24,22607,Arts,6.495771682,8.027822145,TRUE,4.822518914,83.95415995,2,67.26330712
89818,21.85508046,19,24,29097,Arts,7.134553265,8.047282412,FALSE,0.731953466,82.74229924,0,65.24382478
36071,21.85508046,19,24,23532,Sports,7.50186764,6.442663129,FALSE,1.539492598,87.03008424,2,68.62769291
30032,21.85508046,11,24,27201,None,7.032154995,6.094228898,FALSE,4.981442091,88.20458031,2,42.67641025
59009,21.85508046,9,24,15559,Both,5.910147579,8.378221435,TRUE,1.867990611,95.94738732,1,58.626117
31174,21.85508046,16,24,23847,Both,7.067151937,6.983015491,FALSE,0.887923002,81.45391616,2,81.82014268
80697,21.85508046,8,24,29065,Arts,6.680913164,7.357245411,FALSE,2.428692104,96.86278878,3,81.72050986
79514,21.85508046,12,24,29513,None,9.075273356,7.123394461,FALSE,1.598535896,85.02145717,1,87.45243353
10074,21.85508046,15,24,25614,Arts,7.877564603,8.830791201,TRUE,3.694557236,89.27303945,1,31.06268311
88504,21.85508046,15,24,23219,Both,7.439971267,6.070558723,FALSE,4.286187183,89.23670437,0,60.04825021
52487,21.85508046,18,24,22877,Both,9.542432171,6.237197008,TRUE,0.907000066,92.20550355,2,52.94285049
74042,21.85508046,13,24,27128,Arts,8.971612379,8.792777537,FALSE,1.022695226,83.40736956,0,66.84415712
12552,21.85508046,17,24,18179,Arts,5.820337248,6.148095861,FALSE,1.087693063,97.26297482,0,60.38746595
24662,21.85508046,16,24,19778,Arts,9.907134111,8.732687856,TRUE,3.572534012,96.1518574,2,52.73826302
57576,21.85508046,18,24,21505,Arts,5.910292113,6.293594776,TRUE,3.248818627,95.38410917,0,69.3877178
50306,21.85508046,20,24,20925,Both,6.147110597,7.560078445,FALSE,1.48039109,81.57360594,1,71.39530566
41385,21.85508046,20,24,21468,None,9.020382826,8.870940202,FALSE,0.567380958,90.35770452,3,25.55566125
17592,21.85508046,11,24,24506,None,8.480067651,8.511219794,TRUE,3.279124551,81.25770741,0,24.52111585
41571,21.85508046,19,24,28773,None,7.380153298,8.824016564,FALSE,3.845740375,92.31963759,0,47.60113889
84364,21.85508046,17,24,17500,Both,7.775222786,8.088981959,TRUE,3.644908805,99.00004374,2,65.16901131
20322,21.85508046,10,24,21115,Both,6.097519381,6.588341755,FALSE,1.922086249,88.92802762,3,32.11072847
21226,21.85508046,15,24,26507,Arts,9.344932809,6.320203918,TRUE,4.264496756,90.87249665,3,97.89310376
73699,21.85508046,6,24,21769,Both,6.260085394,8.925927816,TRUE,2.484970809,98.8003026,2,95.328603
19071,21.85508046,20,24,14669,Arts,9.013997892,8.207690474,TRUE,2.831631605,94.67958573,1,74.05913239
79822,21.85508046,6,24,11938,None,9.397322372,8.557031384,FALSE,1.429236145,89.86534348,3,84.16236344
26483,21.85508046,18,24,17500,Both,9.654062336,8.097160621,FALSE,3.061831361,91.97107182,2,89.35108612
26828,21.85508046,7,24,21619,None,6.587673738,6.514461792,TRUE,2.796500711,91.45130588,1,68.70385127
96474,21.85508046,12,24,21445,Sports,7.522412735,6.942352596,TRUE,0.934521199,91.61563995,1,75.91219448
72296,21.85508046,19,24,29042,Both,7.824042218,7.665618714,TRUE,0.84385427,84.72597248,0,77.82089686
82063,21.85508046,14,24,15740,Arts,7.673343731,8.795416381,FALSE,0.559186194,94.17544919,0,77.12285406
31643,21.85508046,10,24,20196,Sports,9.214383477,7.264426872,TRUE,3.379695688,85.4392508,3,57.49265347
44741,21.85508046,19,24,28372,Both,9.058248226,7.028669414,TRUE,3.887663154,85.43322722,3,62.01706409
79163,21.85508046,17,24,10594,Both,9.541552457,7.976948079,TRUE,4.186476194,92.95949454,1,45.31271041
89507,21.85508046,10,24,16262,Arts,6.075535257,6.541561274,FALSE,4.089141436,85.79152172,2,77.36674876
65461,21.85508046,5,24,19273,Arts,7.933259317,6.453653416,TRUE,4.25232723,83.16435464,0,74.97043589
37760,21.85508046,10,24,10959,None,7.847920189,9.278061806,TRUE,4.069261229,97.58633403,2,55.60710915
80686,21.85508046,11,24,11553,None,7.106774527,9.066928427,TRUE,2.457487152,91.42259874,1,39.12172913
36365,21.85508046,19,24,25876,Sports,5.956266473,7.464219072,TRUE,2.628313682,91.18650333,1,41.22938527
50857,21.85508046,9,24,18818,None,9.414289887,8.413619142,TRUE,2.547197163,95.13602254,1,93.55509102
62296,21.85508046,12,24,19229,Both,5.284896753,9.309976754,TRUE,4.190930997,80.5129113,1,68.27161731
98039,21.85508046,16,24,11342,Both,7.388430462,7.422347188,FALSE,1.214596685,96.56641119,0,82.73265803
95180,21.85508046,18,24,10633,Both,7.100923446,8.156185336,FALSE,0.632712966,95.53810608,2,70.70659159
58944,21.85508046,19,24,11332,Sports,9.872091909,8.822639168,FALSE,1.280825555,80.93004135,2,63.84996843
67422,21.85508046,19,24,23692,Arts,8.89049901,8.072216883,TRUE,2.263670956,81.40233135,2,94.83438183
77839,21.85508046,16,24,26357,None,5.93300001,6.054644892,FALSE,1.148183994,94.53204516,3,85.73307494
69177,21.85508046,11,24,15920,None,8.651714554,8.564218435,FALSE,0.643281823,92.4401324,3,61.09930692
25860,21.85508046,14,24,28183,Both,9.74161501,6.493407102,FALSE,3.900799671,81.77106155,1,74.61696713
42493,21.85508046,11,24,22412,None,9.852944088,6.16432856,TRUE,3.020696327,93.10073166,0,63.87190744
39451,21.85508046,17,24,20433,Arts,8.215156174,7.852913241,FALSE,1.284601288,98.30448735,0,95.09974607
18392,21.85508046,11,24,19202,Both,7.333368847,7.995807326,FALSE,0.525281129,81.66836635,2,21.31277897
54313,21.85508046,14,24,26090,Sports,8.362627673,7.190942034,TRUE,4.335905609,88.18789639,1,44.3245338
12757,21.85508046,10,24,10387,Arts,7.972137062,6.317223917,FALSE,0.786812413,96.05835875,0,86.1890451
87110,21.85508046,8,24,28700,Sports,6.449872115,9.060862669,FALSE,4.026602466,99.48711483,3,41.81926855
82603,21.85508046,6,24,21688,Both,7.709567246,8.310593615,TRUE,0.519889954,99.13679392,0,96.4328536
40161,21.85508046,17,24,23035,Both,9.493880665,6.121985003,FALSE,2.641822938,90.75361469,2,27.53201993
87128,21.85508046,18,24,19816,Both,5.169474518,6.482359973,FALSE,2.905236301,80.74819637,1,64.10075539
38864,21.85508046,5,24,28563,None,6.447998225,6.23284309,FALSE,2.570196222,88.81334014,1,56.5804345
10942,21.85508046,5,24,17893,Arts,5.471112259,8.575558965,FALSE,4.558858557,86.30223537,3,90.91859885
19305,21.85508046,9,24,13821,None,6.41134281,9.549819739,FALSE,2.087001909,82.56600225,3,74.33088107
92719,21.85508046,17,24,29287,Sports,8.654351606,8.608068273,FALSE,2.717218881,91.95215864,0,46.29729448
17716,21.85508046,5,24,10559,None,7.350432767,8.0753034,FALSE,1.01339407,94.42029949,0,39.24100282
40007,21.85508046,6,24,20142,Arts,7.415127238,9.114807198,TRUE,1.834735781,92.9753522,1,99.84890122
18834,21.85508046,15,24,20006,Sports,5.189404105,6.39516351,TRUE,3.572997323,86.08952318,3,91.79360583
14117,21.85508046,12,24,28859,Both,8.946082441,9.258686186,FALSE,1.307569471,90.33597805,1,44.41208328
53309,21.85508046,14,24,19799,Sports,5.940854129,6.637580149,TRUE,2.615204183,80.41833179,1,90.703951
19287,21.85508046,6,24,11213,None,5.029822799,7.259731767,TRUE,3.427029774,82.64732056,0,93.74926778
77391,21.85508046,18,24,21253,None,7.380665228,8.803022624,FALSE,2.030362506,80.28126882,0,46.71168369
41195,21.85508046,6,24,22126,Both,5.990112948,6.225657885,TRUE,2.711439222,96.50490333,1,36.46220682
46500,21.85508046,9,24,11481,None,7.995784702,6.109269458,TRUE,3.112570658,98.12643348,3,80.4853034
97684,21.85508046,5,24,11141,Arts,9.897225657,7.592707124,FALSE,1.076002636,82.7375951,3,40.32933624
73624,21.85508046,13,24,12051,Arts,8.282667612,8.707401922,FALSE,3.83773264,83.95209725,2,36.77821829
38080,21.85508046,19,24,11257,Arts,5.137811048,7.905507061,TRUE,2.278294084,95.06141299,0,78.60758699
80678,21.85508046,10,24,16186,Sports,7.844456829,7.09149887,FALSE,0.93974325,92.47910709,3,84.58782585
27342,21.85508046,12,24,19247,Sports,7.373826806,9.019954075,FALSE,2.503887841,81.98236776,1,35.22428998
84847,21.85508046,7,24,17285,Arts,9.353036207,6.287933022,TRUE,1.494595135,90.99677643,1,98.69767206
85525,21.85508046,7,24,29556,Both,6.97977437,6.093016532,TRUE,3.703517141,87.56809104,1,96.46170078
71953,21.85508046,17,24,17479,Arts,8.049594395,7.45348128,FALSE,2.855110014,95.85287165,2,98.13131578
