Class_ID,Student_ID,Class_Level,Class_Section,Teacher_ID
1499,58434,SS3,C,7954
1499,47353,SS3,C,7954
1499,30676,SS3,C,7954
1499,67433,SS3,C,7954
1499,81200,SS3,C,7954
1499,49651,SS3,C,7954
1499,90173,SS3,C,7954
1499,95717,SS3,C,7954
1499,79329,SS3,C,7954
1499,11025,SS3,C,7954
1499,97538,SS3,C,7954
1499,82692,SS3,C,7954
1499,49240,SS3,C,7954
1499,96951,SS3,C,7954
1499,23577,SS3,C,7954
1499,27601,SS3,C,7954
1499,44664,SS3,C,7954
1499,25129,SS3,C,7954
1499,24029,SS3,C,7954
1499,30374,SS3,C,7954
1499,45697,SS3,C,7954
1499,46930,SS3,C,7954
1499,89276,SS3,C,7954
1499,37607,SS3,C,7954
1499,54942,SS3,C,7954
1499,36685,SS3,C,7954
1499,93130,SS3,C,7954
1499,44600,SS3,C,7954
1499,76244,SS3,C,7954
1499,74032,SS3,C,7954
1499,42914,SS3,C,7954
1991,16658,SS2,C,3336
1991,22097,SS2,C,3336
1991,93136,SS2,C,3336
1991,65518,SS2,C,3336
1991,46265,SS2,C,3336
1991,15778,SS2,C,3336
1991,10464,SS2,C,3336
1991,53719,SS2,C,3336
1991,27146,SS2,C,3336
1991,93507,SS2,C,3336
1991,44335,SS2,C,3336
1991,31178,SS2,C,3336
1991,67912,SS2,C,3336
1991,82309,SS2,C,3336
1991,66057,SS2,C,3336
1991,83519,SS2,C,3336
1991,11267,SS2,C,3336
1991,24663,SS2,C,3336
1991,19862,SS2,C,3336
1991,29536,SS2,C,3336
1991,81511,SS2,C,3336
1991,14722,SS2,C,3336
1991,58393,SS2,C,3336
1991,86350,SS2,C,3336
1991,82420,SS2,C,3336
1991,29410,SS2,C,3336
1991,66333,SS2,C,3336
1991,26704,SS2,C,3336
1991,15482,SS2,C,3336
1991,50404,SS2,C,3336
1991,57795,SS2,C,3336
1991,15229,SS2,C,3336
1991,56898,SS2,C,3336
1991,37535,SS2,C,3336
1991,99399,SS2,C,3336
1991,42706,SS2,C,3336
1991,97416,SS2,C,3336
1991,23473,SS2,C,3336
1991,56357,SS2,C,3336
1991,83385,SS2,C,3336
1991,63264,SS2,C,3336
1991,91351,SS2,C,3336
1991,30257,SS2,C,3336
1991,41029,SS2,C,3336
1991,31299,SS2,C,3336
1991,33206,SS2,C,3336
1991,64040,SS2,C,3336
1991,13248,SS2,C,3336
1991,33509,SS2,C,3336
1991,53540,SS2,C,3336
1991,63964,SS2,C,3336
1991,97806,SS2,C,3336
1991,42527,SS2,C,3336
1991,44970,SS2,C,3336
1991,30866,SS2,C,3336
1991,24168,SS2,C,3336
1991,60140,SS2,C,3336
1991,15075,SS2,C,3336
1991,71694,SS2,C,3336
1991,39154,SS2,C,3336
1991,36158,SS2,C,3336
1991,70332,SS2,C,3336
1991,55830,SS2,C,3336
1991,50001,SS2,C,3336
1991,39831,SS2,C,3336
1991,39219,SS2,C,3336
1991,13101,SS2,C,3336
1991,96511,SS2,C,3336
1991,35313,SS2,C,3336
1991,62227,SS2,C,3336
1991,53025,SS2,C,3336
1991,46517,SS2,C,3336
1991,19099,SS2,C,3336
1991,46585,SS2,C,3336
1991,56025,SS2,C,3336
1991,94080,SS2,C,3336
1991,76768,SS2,C,3336
1991,62386,SS2,C,3336
1991,99065,SS2,C,3336
1991,80282,SS2,C,3336
1991,53404,SS2,C,3336
1991,13617,SS2,C,3336
1991,25118,SS2,C,3336
1991,44237,SS2,C,3336
1991,33405,SS2,C,3336
1991,86099,SS2,C,3336
1991,44795,SS2,C,3336
1991,15014,SS2,C,3336
1991,24208,SS2,C,3336
1991,88193,SS2,C,3336
1991,66959,SS2,C,3336
1991,55309,SS2,C,3336
1991,51114,SS2,C,3336
1991,67199,SS2,C,3336
1991,89457,SS2,C,3336
1991,77033,SS2,C,3336
1991,25157,SS2,C,3336
1991,60488,SS2,C,3336
1991,85574,SS2,C,3336
1991,34914,SS2,C,3336
1991,43386,SS2,C,3336
1991,15817,SS2,C,3336
1991,67154,SS2,C,3336
1991,10221,SS2,C,3336
1991,78146,SS2,C,3336
1991,80575,SS2,C,3336
1991,97900,SS2,C,3336
1991,35825,SS2,C,3336
1991,57739,SS2,C,3336
1991,66531,SS2,C,3336
1991,19171,SS2,C,3336
1991,97062,SS2,C,3336
1991,53279,SS2,C,3336
1991,91678,SS2,C,3336
1991,51145,SS2,C,3336
1991,26334,SS2,C,3336
1991,49363,SS2,C,3336
1991,76469,SS2,C,3336
1991,50538,SS2,C,3336
1991,97410,SS2,C,3336
1991,63528,SS2,C,3336
1991,52753,SS2,C,3336
1991,62743,SS2,C,3336
1991,48752,SS2,C,3336
1991,82667,SS2,C,3336
1991,26683,SS2,C,3336
1991,35144,SS2,C,3336
1991,65108,SS2,C,3336
1991,97153,SS2,C,3336
1991,59695,SS2,C,3336
1991,98777,SS2,C,3336
1991,32810,SS2,C,3336
1991,90676,SS2,C,3336
1991,84593,SS2,C,3336
1991,49446,SS2,C,3336
1991,63225,SS2,C,3336
1991,81819,SS2,C,3336
1991,10053,SS2,C,3336
1991,49829,SS2,C,3336
1991,47606,SS2,C,3336
1991,37549,SS2,C,3336
1991,66346,SS2,C,3336
1991,86019,SS2,C,3336
1991,89516,SS2,C,3336
1991,95813,SS2,C,3336
1991,52237,SS2,C,3336
1991,70946,SS2,C,3336
1991,67905,SS2,C,3336
1991,67954,SS2,C,3336
1991,98555,SS2,C,3336
1991,38010,SS2,C,3336
1991,77000,SS2,C,3336
1991,72021,SS2,C,3336
1991,32241,SS2,C,3336
1991,96356,SS2,C,3336
1991,21114,SS2,C,3336
1991,47196,SS2,C,3336
1991,77561,SS2,C,3336
1991,97012,SS2,C,3336
1991,92960,SS2,C,3336
1991,91167,SS2,C,3336
1991,53933,SS2,C,3336
1991,22240,SS2,C,3336
1991,40784,SS2,C,3336
1991,98184,SS2,C,3336
1991,50687,SS2,C,3336
1991,39444,SS2,C,3336
1991,36100,SS2,C,3336
1991,29313,SS2,C,3336
1991,13201,SS2,C,3336
1991,16057,SS2,C,3336
1991,42092,SS2,C,3336
1991,72277,SS2,C,3336
1991,90120,SS2,C,3336
1991,19545,SS2,C,3336
1991,69692,SS2,C,3336
1991,64321,SS2,C,3336
1991,92544,SS2,C,3336
1991,85454,SS2,C,3336
1991,35485,SS2,C,3336
1991,60328,SS2,C,3336
1991,74799,SS2,C,3336
1991,62383,SS2,C,3336
1991,41979,SS2,C,3336
1991,29342,SS2,C,3336
1991,95990,SS2,C,3336
1991,10726,SS2,C,3336
1991,23970,SS2,C,3336
1991,65724,SS2,C,3336
1991,38683,SS2,C,3336
1991,33053,SS2,C,3336
1991,77889,SS2,C,3336
1991,70889,SS2,C,3336
1991,16582,SS2,C,3336
1991,83060,SS2,C,3336
1991,42662,SS2,C,3336
1991,25906,SS2,C,3336
1991,69829,SS2,C,3336
1991,27477,SS2,C,3336
1991,70901,SS2,C,3336
1594,97500,SS3,C,4454
1594,79616,SS3,C,4454
1594,83259,SS3,C,4454
1594,88047,SS3,C,4454
1594,51588,SS3,C,4454
1594,68008,SS3,C,4454
1594,90301,SS3,C,4454
1594,76162,SS3,C,4454
1594,65933,SS3,C,4454
1594,81810,SS3,C,4454
1594,68446,SS3,C,4454
1594,30861,SS3,C,4454
1594,72216,SS3,C,4454
1594,68991,SS3,C,4454
1594,43972,SS3,C,4454
1594,42406,SS3,C,4454
1594,93579,SS3,C,4454
1594,46347,SS3,C,4454
1594,78327,SS3,C,4454
1594,73517,SS3,C,4454
1594,92149,SS3,C,4454
1594,41358,SS3,C,4454
1594,45992,SS3,C,4454
1594,67654,SS3,C,4454
1594,20155,SS3,C,4454
1594,47450,SS3,C,4454
1594,40735,SS3,C,4454
1594,45614,SS3,C,4454
1594,54020,SS3,C,4454
1594,51904,SS3,C,4454
1594,80798,SS3,C,4454
1594,20561,SS3,C,4454
1594,28136,SS3,C,4454
1594,29769,SS3,C,4454
1594,40311,SS3,C,4454
1594,60205,SS3,C,4454
1594,30028,SS3,C,4454
1594,38043,SS3,C,4454
1594,18418,SS3,C,4454
1594,64377,SS3,C,4454
1594,63424,SS3,C,4454
1594,53369,SS3,C,4454
1594,81121,SS3,C,4454
1594,71069,SS3,C,4454
1594,64496,SS3,C,4454
1594,18161,SS3,C,4454
1594,37110,SS3,C,4454
1594,65069,SS3,C,4454
1594,61049,SS3,C,4454
1594,86556,SS3,C,4454
1594,12560,SS3,C,4454
1594,85456,SS3,C,4454
1594,59857,SS3,C,4454
1594,72518,SS3,C,4454
1594,10772,SS3,C,4454
1594,56105,SS3,C,4454
1594,49139,SS3,C,4454
1594,61116,SS3,C,4454
1594,64921,SS3,C,4454
1594,80545,SS3,C,4454
1594,81582,SS3,C,4454
1594,89069,SS3,C,4454
1594,38906,SS3,C,4454
1594,73993,SS3,C,4454
1594,38760,SS3,C,4454
1594,45774,SS3,C,4454
1594,67125,SS3,C,4454
1594,73654,SS3,C,4454
1594,13804,SS3,C,4454
1594,60968,SS3,C,4454
1594,54057,SS3,C,4454
1594,97670,SS3,C,4454
1594,99016,SS3,C,4454
1594,62994,SS3,C,4454
1594,31632,SS3,C,4454
1594,71261,SS3,C,4454
1594,26728,SS3,C,4454
1594,91560,SS3,C,4454
1594,80008,SS3,C,4454
1594,13534,SS3,C,4454
1594,61645,SS3,C,4454
1594,87580,SS3,C,4454
1594,83975,SS3,C,4454
1594,96900,SS3,C,4454
1594,13552,SS3,C,4454
1594,21003,SS3,C,4454
1594,94246,SS3,C,4454
1594,66179,SS3,C,4454
1594,27786,SS3,C,4454
1594,70515,SS3,C,4454
1594,33819,SS3,C,4454
1594,16590,SS3,C,4454
1594,44099,SS3,C,4454
1594,59689,SS3,C,4454
1594,52906,SS3,C,4454
1594,37742,SS3,C,4454
1594,69598,SS3,C,4454
1594,52840,SS3,C,4454
1594,54236,SS3,C,4454
1594,59692,SS3,C,4454
1594,46471,SS3,C,4454
1594,65255,SS3,C,4454
1594,43065,SS3,C,4454
1594,20735,SS3,C,4454
1594,71644,SS3,C,4454
1594,12540,SS3,C,4454
1594,80702,SS3,C,4454
1594,16826,SS3,C,4454
1594,55870,SS3,C,4454
1594,39389,SS3,C,4454
1594,95215,SS3,C,4454
1594,18993,SS3,C,4454
1594,95426,SS3,C,4454
1594,15276,SS3,C,4454
1594,14067,SS3,C,4454
1594,42411,SS3,C,4454
1594,36130,SS3,C,4454
1594,12671,SS3,C,4454
1594,91439,SS3,C,4454
1594,29973,SS3,C,4454
1594,41266,SS3,C,4454
1594,26544,SS3,C,4454
1594,72070,SS3,C,4454
1594,97747,SS3,C,4454
1594,24993,SS3,C,4454
1594,83920,SS3,C,4454
1594,38569,SS3,C,4454
1594,70952,SS3,C,4454
1594,43586,SS3,C,4454
1594,58351,SS3,C,4454
1594,31992,SS3,C,4454
1594,89415,SS3,C,4454
1594,89593,SS3,C,4454
1594,25012,SS3,C,4454
1594,31465,SS3,C,4454
1594,50768,SS3,C,4454
1594,85849,SS3,C,4454
1594,13365,SS3,C,4454
1594,50888,SS3,C,4454
1594,85470,SS3,C,4454
1594,98781,SS3,C,4454
1594,59192,SS3,C,4454
1594,61990,SS3,C,4454
1594,35995,SS3,C,4454
1594,19961,SS3,C,4454
1594,87607,SS3,C,4454
1594,92213,SS3,C,4454
1594,41830,SS3,C,4454
1594,23356,SS3,C,4454
1594,49529,SS3,C,4454
1594,99687,SS3,C,4454
1594,88697,SS3,C,4454
1594,25866,SS3,C,4454
1594,84177,SS3,C,4454
1594,15383,SS3,C,4454
1594,55508,SS3,C,4454
1594,79827,SS3,C,4454
1594,66148,SS3,C,4454
1594,96706,SS3,C,4454
1594,58571,SS3,C,4454
1594,19038,SS3,C,4454
1594,76317,SS3,C,4454
1594,94874,SS3,C,4454
1594,54725,SS3,C,4454
1594,11658,SS3,C,4454
1594,65057,SS3,C,4454
1594,74251,SS3,C,4454
1594,23833,SS3,C,4454
1594,66822,SS3,C,4454
1594,57472,SS3,C,4454
1594,93307,SS3,C,4454
1594,70258,SS3,C,4454
1594,30052,SS3,C,4454
1594,67080,SS3,C,4454
1594,33086,SS3,C,4454
1594,78386,SS3,C,4454
1594,95256,SS3,C,4454
1594,45400,SS3,C,4454
1594,90728,SS3,C,4454
1594,80539,SS3,C,4454
1594,73372,SS3,C,4454
1594,70931,SS3,C,4454
1594,67091,SS3,C,4454
1594,87656,SS3,C,4454
1594,45179,SS3,C,4454
1594,52245,SS3,C,4454
1594,42177,SS3,C,4454
1594,21359,SS3,C,4454
1594,46559,SS3,C,4454
1594,69087,SS3,C,4454
1594,41963,SS3,C,4454
1594,70910,SS3,C,4454
1594,84691,SS3,C,4454
1594,89997,SS3,C,4454
1594,97580,SS3,C,4454
1594,59674,SS3,C,4454
1594,54092,SS3,C,4454
1594,13761,SS3,C,4454
1594,74789,SS3,C,4454
1594,52600,SS3,C,4454
1700,33834,SS1,D,9593
1700,73904,SS1,D,9593
1700,37802,SS1,D,9593
1700,56507,SS1,D,9593
1700,43862,SS1,D,9593
1700,54608,SS1,D,9593
1700,46655,SS1,D,9593
1700,88139,SS1,D,9593
1700,46211,SS1,D,9593
1700,82848,SS1,D,9593
1700,11330,SS1,D,9593
1700,77715,SS1,D,9593
1700,35042,SS1,D,9593
1700,21221,SS1,D,9593
1700,41635,SS1,D,9593
1700,63271,SS1,D,9593
1700,74038,SS1,D,9593
1700,82768,SS1,D,9593
1700,41499,SS1,D,9593
1700,72402,SS1,D,9593
1700,94659,SS1,D,9593
1700,74332,SS1,D,9593
1700,68743,SS1,D,9593
1700,12260,SS1,D,9593
1700,22196,SS1,D,9593
1700,48566,SS1,D,9593
1700,39045,SS1,D,9593
1700,63005,SS1,D,9593
1700,41890,SS1,D,9593
1700,50135,SS1,D,9593
1700,97026,SS1,D,9593
1700,86225,SS1,D,9593
1700,58368,SS1,D,9593
1700,72031,SS1,D,9593
1700,82544,SS1,D,9593
1700,79588,SS1,D,9593
1700,55056,SS1,D,9593
1700,65771,SS1,D,9593
1700,82140,SS1,D,9593
1700,53357,SS1,D,9593
1700,56112,SS1,D,9593
1700,69473,SS1,D,9593
1700,45509,SS1,D,9593
1700,50189,SS1,D,9593
1700,42951,SS1,D,9593
1700,40217,SS1,D,9593
1700,25814,SS1,D,9593
1700,35242,SS1,D,9593
1700,51359,SS1,D,9593
1700,25670,SS1,D,9593
1700,80236,SS1,D,9593
1700,34267,SS1,D,9593
1700,35105,SS1,D,9593
1700,38361,SS1,D,9593
1700,73464,SS1,D,9593
1700,46241,SS1,D,9593
1700,87278,SS1,D,9593
1700,78765,SS1,D,9593
1700,88222,SS1,D,9593
1700,47093,SS1,D,9593
1700,23176,SS1,D,9593
1700,35443,SS1,D,9593
1700,48829,SS1,D,9593
1700,39816,SS1,D,9593
1700,57301,SS1,D,9593
1700,33519,SS1,D,9593
1700,49618,SS1,D,9593
1700,11854,SS1,D,9593
1700,26591,SS1,D,9593
1700,45954,SS1,D,9593
1700,15965,SS1,D,9593
1700,17146,SS1,D,9593
1700,82529,SS1,D,9593
1700,48290,SS1,D,9593
1700,26551,SS1,D,9593
1700,93606,SS1,D,9593
1700,74340,SS1,D,9593
1700,23446,SS1,D,9593
1700,11607,SS1,D,9593
1700,85243,SS1,D,9593
1700,47268,SS1,D,9593
1700,71524,SS1,D,9593
1700,72746,SS1,D,9593
1700,67733,SS1,D,9593
1700,54657,SS1,D,9593
1700,34164,SS1,D,9593
1700,16734,SS1,D,9593
1700,43092,SS1,D,9593
1700,72616,SS1,D,9593
1700,24953,SS1,D,9593
1700,18564,SS1,D,9593
1700,62521,SS1,D,9593
1700,74454,SS1,D,9593
1700,19710,SS1,D,9593
1700,85631,SS1,D,9593
1700,92502,SS1,D,9593
1700,99974,SS1,D,9593
1700,17026,SS1,D,9593
1700,29887,SS1,D,9593
1700,29555,SS1,D,9593
1700,83772,SS1,D,9593
1700,49824,SS1,D,9593
1700,21164,SS1,D,9593
1700,42530,SS1,D,9593
1700,25525,SS1,D,9593
1700,83147,SS1,D,9593
1700,64548,SS1,D,9593
1700,89471,SS1,D,9593
1700,88135,SS1,D,9593
1700,91057,SS1,D,9593
1700,39581,SS1,D,9593
1700,78494,SS1,D,9593
1700,59856,SS1,D,9593
1700,69049,SS1,D,9593
1700,68028,SS1,D,9593
1700,48974,SS1,D,9593
1700,87139,SS1,D,9593
1700,66207,SS1,D,9593
1700,50026,SS1,D,9593
1700,84531,SS1,D,9593
1700,91399,SS1,D,9593
1700,17894,SS1,D,9593
1700,89905,SS1,D,9593
1700,23006,SS1,D,9593
1700,37235,SS1,D,9593
1700,91987,SS1,D,9593
1700,37659,SS1,D,9593
1700,44687,SS1,D,9593
1700,96563,SS1,D,9593
